INPUT:id	OUTPUT:image	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ACCEPT:verdict	ACCEPT:comment
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643967077390_1_JPEG_20220204_123105.jpg.jpg	ru.40ec0fa5-1c54-4abf-ae4d-579b6eb5d591			https://toloka.yandex.ru/task/31531273/0001e12109--61fe22e13898853797413925	3ba60e50-b327-4c95-861f-4a0b411504d5	0001e12109--61fe22e13898853797413925	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644027318855_1_JPEG_20220205_071500.jpg.jpg	ru.4ce934d6-e104-46a2-b20d-06b65195045c			https://toloka.yandex.ru/task/31531273/0001e12109--61fe262e1f64b61be96f1b49	ab07409f-4d0a-485d-b11b-c37f6f5d5b5e	0001e12109--61fe262e1f64b61be96f1b49	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643928930503_1_JPEG_20220204_065441.jpg.jpg	ru.6791a1a0-07ec-4c25-be38-13625bd6eefc			https://toloka.yandex.ru/task/31531273/0001e12109--61fe272d480fdb554756520c	fb369f73-6525-4492-9d5f-747c93c6f8f2	0001e12109--61fe272d480fdb554756520c	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644013629328_1_JPEG_20220205_012340.jpg.jpg	ru.68a7e0e3-8d7c-4a02-955d-de71cb7b5e93			https://toloka.yandex.ru/task/31531273/0001e12109--61fe28cd30815911afd0b4c5	981ce97b-9c97-40bc-942e-5859daca6f1b	0001e12109--61fe28cd30815911afd0b4c5	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/.ipynb_checkpoints	ru.a2faca43-d479-4405-8fd5-3bf0427fc672			https://toloka.yandex.ru/task/31531273/0001e12109--61fe2af53898853797419010	d553af8e-f42d-425a-bc4e-462ae51f60a5	0001e12109--61fe2af53898853797419010	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644027158845_1_JPEG_20220205_101216.jpg.jpg	ru.056f59a8-0430-4951-8a26-d40cd816195b			https://toloka.yandex.ru/task/31531273/0001e12109--61fe2d6bc122c50b3400eed5	24af3cd2-46c1-4fbf-886c-a186393b13f0	0001e12109--61fe2d6bc122c50b3400eed5	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644027318855_1_JPEG_20220205_071500.jpg.jpg	ru.ef91f3ef-789e-4e4b-b1b4-61f8f1bc4a55			https://toloka.yandex.ru/task/31531273/0001e12109--61fe2f22c8459e7293d5e317	ab07409f-4d0a-485d-b11b-c37f6f5d5b5e	0001e12109--61fe2f22c8459e7293d5e317	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943852489_1_JPEG_20220204_000355.jpg.jpg	ru.d5f5c050-670b-45cf-b6a0-276da9df0058			https://toloka.yandex.ru/task/31531273/0001e12109--61fe30745777875c16ad8adf	ec0bb22b-cee2-4f7b-b7d6-5ce96d5c17f1	0001e12109--61fe30745777875c16ad8adf	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644025059148_1_JPEG_20220204_223714.jpg.jpg	ru.7a912577-df2c-4267-907e-ddbda0ac46b3			https://toloka.yandex.ru/task/31531273/0001e12109--61fe3324480fdb554756d1cb	27489662-09e2-4f8f-94b7-75cfd305f24d	0001e12109--61fe3324480fdb554756d1cb	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943235130_1_JPEG_20220204_082227.jpg.jpg	ru.171b1d30-255d-4ba8-a9fc-f888b48d6bcb			https://toloka.yandex.ru/task/31531273/0001e12109--61fe35712932f70fa4047342	3c56c469-baa5-411f-8e80-48c1fff7c07d	0001e12109--61fe35712932f70fa4047342	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643967077390_1_JPEG_20220204_123105.jpg.jpg	ru.3f8f6ed1-3632-453e-9765-10149f582339			https://toloka.yandex.ru/task/31531273/0001e12109--61fe37cc252931745fdacc95	3ba60e50-b327-4c95-861f-4a0b411504d5	0001e12109--61fe37cc252931745fdacc95	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644022926239_1_JPEG_20220205_090140.jpg.jpg	ru.b4c00b10-853f-4f58-90e8-af05980f51a0			https://toloka.yandex.ru/task/31531273/0001e12109--61fe38003898853797421a81	beb0859a-7192-4d69-9404-c4ed147fcafa	0001e12109--61fe38003898853797421a81	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643928930503_1_JPEG_20220204_065441.jpg.jpg	ru.7b1a4fe6-32ad-4bb4-87dc-978e118ed532			https://toloka.yandex.ru/task/31531273/0001e12109--61fe3ae3480fdb5547571e82	fb369f73-6525-4492-9d5f-747c93c6f8f2	0001e12109--61fe3ae3480fdb5547571e82	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943852489_1_JPEG_20220204_000355.jpg.jpg	ru.7d62cfbc-ad45-4cdf-b576-24845ac0e988			https://toloka.yandex.ru/task/31531273/0001e12109--61fe3cab404d017ba83d77b6	ec0bb22b-cee2-4f7b-b7d6-5ce96d5c17f1	0001e12109--61fe3cab404d017ba83d77b6	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943235130_1_JPEG_20220204_082227.jpg.jpg	ru.13ac3293-7329-4127-8f21-d703653c4df0			https://toloka.yandex.ru/task/31531273/0001e12109--61fe409abed6560638f253e3	3c56c469-baa5-411f-8e80-48c1fff7c07d	0001e12109--61fe409abed6560638f253e3	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644014767025_1_JPEG_20220205_014540.jpg.jpg	ru.b03ae1a1-beb7-4004-b6d3-21b2d60b7d96			https://toloka.yandex.ru/task/31531273/0001e12109--61fe40d5ef53484db65e7e5f	5e1a88e9-d4a6-4234-9ec4-74c945f96cc1	0001e12109--61fe40d5ef53484db65e7e5f	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943852489_1_JPEG_20220204_000355.jpg.jpg	ru.d5579319-59e5-4cc0-be04-0f103a81791a			https://toloka.yandex.ru/task/31531273/0001e12109--61fe414264b3112aeae32f88	ec0bb22b-cee2-4f7b-b7d6-5ce96d5c17f1	0001e12109--61fe414264b3112aeae32f88	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644013629328_1_JPEG_20220205_012340.jpg.jpg	ru.f9691460-e3e4-49a1-b339-1bc1aa072bb7			https://toloka.yandex.ru/task/31531273/0001e12109--61fe4215c767ad2b52804ff3	981ce97b-9c97-40bc-942e-5859daca6f1b	0001e12109--61fe4215c767ad2b52804ff3	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__IMG_20220203_194802196_HDR.jpg.jpg	ru.c351f6cf-5436-43e6-acb9-161c0e2d4ccc			https://toloka.yandex.ru/task/31531273/0001e12109--61fe447bdc8694682ecf01d1	3c648e5e-b5c0-457c-9393-d121b86b890f	0001e12109--61fe447bdc8694682ecf01d1	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943235130_1_JPEG_20220204_082227.jpg.jpg	ru.63c2e0d2-a193-4ff7-ad1d-c7af60ede73f			https://toloka.yandex.ru/task/31531273/0001e12109--61fe45f4c5d1034744ac1d94	3c56c469-baa5-411f-8e80-48c1fff7c07d	0001e12109--61fe45f4c5d1034744ac1d94	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943159889_1_JPEG_20220204_105031.jpg.jpg	ru.0a4116ee-3954-41f7-a5ae-4d9edb7f4401			https://toloka.yandex.ru/task/31531273/0001e12109--61fe464142773f78b0b10676	eecf5a82-50b9-41f8-9512-771b85d95553	0001e12109--61fe464142773f78b0b10676	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643928930503_1_JPEG_20220204_065441.jpg.jpg	ru.b69c4be6-6bac-4f04-8111-04178f1e7adf			https://toloka.yandex.ru/task/31531273/0001e12109--61fe491228912e390eb17fff	fb369f73-6525-4492-9d5f-747c93c6f8f2	0001e12109--61fe491228912e390eb17fff	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943159889_1_JPEG_20220204_105031.jpg.jpg	ru.29479c2e-5be4-418a-b01d-6865ecfa5072			https://toloka.yandex.ru/task/31531273/0001e12109--61fe49bb79642a4e21058d70	eecf5a82-50b9-41f8-9512-771b85d95553	0001e12109--61fe49bb79642a4e21058d70	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643975554739_1_JPEG_20220204_125222.jpg.jpg	ru.b41b77db-1587-4188-a244-b0999710ac36			https://toloka.yandex.ru/task/31531273/0001e12109--61fe49dfc3071b38f1f24fb1	7026cd16-da12-4909-982e-fda139ffda70	0001e12109--61fe49dfc3071b38f1f24fb1	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643975664292_1_JPEG_20220204_125414.jpg.jpg	ru.e741d5d9-4e13-4fc4-b3fe-1353a0724cdd			https://toloka.yandex.ru/task/31531273/0001e12109--61fe4b752932f70fa4055e80	fea454dd-b2c4-4d2d-b074-23cd2d0209a1	0001e12109--61fe4b752932f70fa4055e80	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644022926239_1_JPEG_20220205_090140.jpg.jpg	ru.c3d6c8a3-3e97-40a5-8eae-6a4476e51ed2			https://toloka.yandex.ru/task/31531273/0001e12109--61fe4d9e2932f70fa405775b	beb0859a-7192-4d69-9404-c4ed147fcafa	0001e12109--61fe4d9e2932f70fa405775b	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644022947188_3_JPEG_20220204_220103.jpg.jpg	ru.97058c87-6435-4e95-91e2-3d253ad8efb9			https://toloka.yandex.ru/task/31531273/0001e12109--61fe4dc364b3112aeae3a9fc	c8e1bdf2-4022-42b4-8523-3cc4fea08868	0001e12109--61fe4dc364b3112aeae3a9fc	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943852489_1_JPEG_20220204_000355.jpg.jpg	ru.425f9da0-0005-4fb1-9ec1-88ac47abb291			https://toloka.yandex.ru/task/31531273/0001e12109--61fe4e42d46b213297537ec2	ec0bb22b-cee2-4f7b-b7d6-5ce96d5c17f1	0001e12109--61fe4e42d46b213297537ec2	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643975664292_1_JPEG_20220204_125414.jpg.jpg	ru.8b4f08ad-0752-46ad-83a5-04f8be3cb8d0			https://toloka.yandex.ru/task/31531273/0001e12109--61fe5244542c3b43073fb155	fea454dd-b2c4-4d2d-b074-23cd2d0209a1	0001e12109--61fe5244542c3b43073fb155	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644027732954_3_JPEG_20220205_075147.jpg.jpg	ru.56a1033f-82e0-434b-99ff-98a8fe517df8			https://toloka.yandex.ru/task/31531273/0001e12109--61fe5531eca73377a5549e51	0f7e7999-9f60-4584-ad98-07b762e4e567	0001e12109--61fe5531eca73377a5549e51	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643967077390_1_JPEG_20220204_123105.jpg.jpg	ru.b3766da5-3db8-4bf3-a31f-5a27d4efe701			https://toloka.yandex.ru/task/31531273/0001e12109--61fe55aed46b21329753c717	3ba60e50-b327-4c95-861f-4a0b411504d5	0001e12109--61fe55aed46b21329753c717	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644022926239_1_JPEG_20220205_090140.jpg.jpg	ru.867e45fb-ddc7-4d72-b0a0-b154a710cebb			https://toloka.yandex.ru/task/31531273/0001e12109--61fe56cdfa1ea900a570458a	beb0859a-7192-4d69-9404-c4ed147fcafa	0001e12109--61fe56cdfa1ea900a570458a	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643945216872_1_JPEG_20220204_102640.jpg.jpg	ru.84a4a7b9-11cb-4143-a1f2-90c440ba139c			https://toloka.yandex.ru/task/31531273/0001e12109--61fe586fc5a74c013b891fca	de3cc7da-2ceb-4f43-83bb-5bb5c0469c87	0001e12109--61fe586fc5a74c013b891fca	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643967077390_1_JPEG_20220204_123105.jpg.jpg	ru.630d4980-d5b5-4b0a-a985-525df3697bd9			https://toloka.yandex.ru/task/31531273/0001e12109--61fe5dc8dfa7ee508d02726e	3ba60e50-b327-4c95-861f-4a0b411504d5	0001e12109--61fe5dc8dfa7ee508d02726e	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643967077390_1_JPEG_20220204_123105.jpg.jpg	ru.0950de17-485c-452f-855d-9005cb65d9fc			https://toloka.yandex.ru/task/31531273/0001e12109--61fe61a32db8902a70a19018	3ba60e50-b327-4c95-861f-4a0b411504d5	0001e12109--61fe61a32db8902a70a19018	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643975138814_1_JPEG_20220204_124502.jpg.jpg	ru.4444bcef-3516-4bc1-8075-4c5301caf3eb			https://toloka.yandex.ru/task/31531273/0001e12109--61fe63b2e15bb24f293b0faa	5f63288e-5751-4112-ae7f-2c6eb936d07b	0001e12109--61fe63b2e15bb24f293b0faa	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943852489_1_JPEG_20220204_000355.jpg.jpg	ru.56cf938c-0259-407d-8440-b2a99d146ce2			https://toloka.yandex.ru/task/31531273/0001e12109--61fe6735c3071b38f1f34634	ec0bb22b-cee2-4f7b-b7d6-5ce96d5c17f1	0001e12109--61fe6735c3071b38f1f34634	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943235130_1_JPEG_20220204_082227.jpg.jpg	ru.ee0d7273-1cee-4c5b-a66e-3e5d8e16bb7f			https://toloka.yandex.ru/task/31531273/0001e12109--61fe69556ba4b13c7dda923c	3c56c469-baa5-411f-8e80-48c1fff7c07d	0001e12109--61fe69556ba4b13c7dda923c	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643945216872_1_JPEG_20220204_102640.jpg.jpg	ru.ca372ba1-a019-4de5-bbe9-9102cf0a030c			https://toloka.yandex.ru/task/31531273/0001e12109--61fe6981c8459e7293d7e32f	de3cc7da-2ceb-4f43-83bb-5bb5c0469c87	0001e12109--61fe6981c8459e7293d7e32f	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644027158845_1_JPEG_20220205_101216.jpg.jpg	ru.6e81ed93-5c63-40e2-b348-86a5447ab165			https://toloka.yandex.ru/task/31531273/0001e12109--61fe6c2ec3d47a101122b904	24af3cd2-46c1-4fbf-886c-a186393b13f0	0001e12109--61fe6c2ec3d47a101122b904	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643975554739_1_JPEG_20220204_125222.jpg.jpg	ru.746c7b1f-c378-4721-a1f6-e268d9f0064b			https://toloka.yandex.ru/task/31531273/0001e12109--61fe6c966e0afe0583b57b0b	7026cd16-da12-4909-982e-fda139ffda70	0001e12109--61fe6c966e0afe0583b57b0b	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943852489_1_JPEG_20220204_000355.jpg.jpg	ru.00c86a31-a244-4206-820f-4b6bda0ada10			https://toloka.yandex.ru/task/31531273/0001e12109--61fe6ccc42773f78b0b23e84	ec0bb22b-cee2-4f7b-b7d6-5ce96d5c17f1	0001e12109--61fe6ccc42773f78b0b23e84	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643975554739_1_JPEG_20220204_125222.jpg.jpg	ru.df77d977-8dbd-4cb1-bb9b-8e395d90245c			https://toloka.yandex.ru/task/31531273/0001e12109--61fe721a87ae35737fb763cf	7026cd16-da12-4909-982e-fda139ffda70	0001e12109--61fe721a87ae35737fb763cf	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943235130_1_JPEG_20220204_082227.jpg.jpg	ru.e50dba22-1098-4b12-9624-22af3721b8d1			https://toloka.yandex.ru/task/31531273/0001e12109--61fe7479f73c4b173c2e3a5a	3c56c469-baa5-411f-8e80-48c1fff7c07d	0001e12109--61fe7479f73c4b173c2e3a5a	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1644022926239_1_JPEG_20220205_090140.jpg.jpg	ru.40273d54-087b-4b49-ae2a-36dfa4c409db			https://toloka.yandex.ru/task/31531273/0001e12109--61fe74a6ebdc2757259c52d0	beb0859a-7192-4d69-9404-c4ed147fcafa	0001e12109--61fe74a6ebdc2757259c52d0	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643943235130_1_JPEG_20220204_082227.jpg.jpg	ru.fd0734a4-4323-4aed-83a6-e88f0d52f6e5			https://toloka.yandex.ru/task/31531273/0001e12109--61fe756d252931745fdcd727	3c56c469-baa5-411f-8e80-48c1fff7c07d	0001e12109--61fe756d252931745fdcd727	+	
https://storage.googleapis.com/hand-signatures-toloka/signatures/8__lid_1643967077390_1_JPEG_20220204_123105.jpg.jpg	ru.c48ee186-b592-404d-b391-07ae09b80fce			https://toloka.yandex.ru/task/31531273/0001e12109--61fe76f6c5d1034744adb87c	3ba60e50-b327-4c95-861f-4a0b411504d5	0001e12109--61fe76f6c5d1034744adb87c	+	
